customer_id,credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn
15660768,604,France,Male,40,1,84315.02,1,0,0,36209.1,0
15726310,782,Spain,Female,27,3,0.0,2,1,0,143614.01,0
15641298,512,Germany,Male,42,9,93955.83,2,1,0,14828.54,0
15625675,569,France,Male,36,1,67087.69,1,1,0,154775.7,0
15713354,597,Germany,Female,22,6,101528.61,1,1,0,70529.0,1
15633866,753,Germany,Male,30,1,110824.52,1,1,1,57896.27,0
15704231,430,France,Female,33,8,0.0,1,1,1,69759.91,0
15735400,756,France,Male,28,8,179960.2,1,1,0,89938.08,0
15632826,493,France,Male,38,3,134006.77,1,1,0,89578.32,0
15751022,777,Germany,Female,37,10,121532.17,2,1,1,73464.88,0
15664737,779,Spain,Female,38,7,0.0,2,1,1,138542.87,0
15681126,702,Spain,Female,38,2,0.0,1,1,1,161888.63,0
15738954,551,France,Male,35,7,129717.3,2,0,0,86937.2,0
15662263,749,Germany,Male,22,4,94762.16,2,1,1,42241.54,0
15621611,742,Germany,Male,55,5,155196.17,1,0,1,121207.66,1
15783752,752,Germany,Male,29,4,129514.99,1,1,1,102930.46,0
15709474,740,Germany,Female,57,3,113386.36,2,1,1,65121.63,1
15701280,576,France,Male,24,3,0.0,1,0,1,78498.04,1
15671104,637,Spain,Male,43,3,172196.23,1,1,1,104769.96,0
15796434,724,France,Male,28,5,97612.12,1,1,1,96498.14,0
15781505,685,France,Male,20,4,104719.94,2,1,0,38691.34,0
15625819,625,France,Female,38,7,0.0,1,1,0,164804.02,0
15753174,571,Germany,Male,37,9,139592.98,3,1,0,104152.65,1
15654067,584,Spain,Female,29,4,0.0,2,1,0,88866.92,0
15724719,550,France,Female,22,7,139096.85,1,1,0,129890.94,0
15624695,662,Spain,Female,72,7,140301.72,1,0,1,179258.67,0
15718216,803,Spain,Male,43,3,0.0,1,1,0,72051.44,0
15586300,615,France,Male,66,7,0.0,2,1,1,74580.8,0
15783349,481,Spain,Male,39,1,111233.09,1,1,1,123995.15,0
15725767,701,France,Male,23,3,0.0,2,1,0,38960.59,0
15791925,751,France,Male,29,10,147737.63,1,0,1,94951.27,0
15793585,675,France,Male,35,8,0.0,2,1,1,56642.97,0
15576641,733,Germany,Male,40,5,125725.02,2,1,1,50783.1,0
15749519,822,France,Male,38,6,128289.7,3,1,0,9149.96,1
15684960,559,France,Female,46,5,0.0,1,1,0,21006.1,1
15591286,731,Germany,Female,49,4,88826.07,1,1,1,33759.41,1
15668323,678,France,Female,41,1,143443.61,1,1,0,196622.28,1
15608528,645,France,Female,68,9,0.0,4,1,1,176353.87,1
15645184,701,France,Male,29,2,0.0,2,1,0,176943.59,0
15702566,554,Spain,Male,26,8,149134.46,1,1,1,177966.24,0
15660840,723,France,Male,30,3,124119.54,1,1,0,162198.32,0
15750811,766,Germany,Male,44,3,116822.7,1,0,0,197643.24,0
15733842,597,France,Female,24,1,103219.47,1,1,0,60420.07,0
15581526,574,France,Male,41,1,0.0,2,0,0,70550.0,0
15662751,655,Germany,Female,40,0,81954.6,1,1,1,198798.44,1
15684319,780,Germany,Female,37,10,95196.26,1,1,0,126310.39,1
15702190,672,Spain,Male,43,5,0.0,2,1,1,64515.5,0
15588517,717,France,Male,38,7,0.0,2,1,1,158580.05,0
15801863,521,France,Female,32,2,136555.01,2,1,1,129353.21,0
15584271,633,France,Male,59,5,0.0,1,1,1,137273.97,0
15700366,669,France,Male,39,3,119452.03,1,1,1,171575.54,0
15804038,740,France,Male,44,9,0.0,1,0,1,96528.0,1
15720820,462,Germany,Female,24,9,69881.09,2,0,1,64421.02,0
15743759,619,France,Male,39,5,0.0,2,1,1,158444.61,0
15749947,665,France,Female,44,7,0.0,2,1,1,66548.58,0
15670496,655,Spain,Female,27,9,0.0,2,0,0,108008.05,0
15746664,463,Spain,Male,20,8,204223.03,1,1,0,128268.39,0
15745533,799,France,Female,63,1,110314.21,2,1,0,37464.0,1
15761497,713,Spain,Female,48,1,163760.82,1,0,0,157381.14,1
15628600,807,Germany,Female,31,1,141069.18,3,1,1,194257.11,0
15627002,728,France,Male,38,1,115934.74,1,1,1,139059.05,0
15614635,582,France,Male,52,2,151457.88,1,0,1,40893.61,0
15731281,704,Germany,Female,35,3,154206.07,2,1,1,40261.49,0
15814022,714,France,Female,26,9,89928.99,1,1,0,46203.31,0
15659194,628,France,Male,30,8,89182.09,1,1,1,13126.9,0
15745030,809,Germany,Male,41,1,79706.25,2,1,0,165675.01,0
15691817,547,Spain,Female,44,5,0.0,3,0,0,5459.07,1
15707488,560,France,Female,27,5,0.0,2,1,0,131919.48,0
15784700,811,France,Male,31,7,117799.28,1,1,1,182372.35,0
15710397,584,France,Male,26,4,0.0,2,1,0,147600.54,0
15687648,691,France,Male,28,1,0.0,2,0,0,92865.41,0
15732281,680,Germany,Male,34,6,146422.22,1,1,0,67142.97,1
15607230,588,Germany,Male,33,9,150186.22,2,1,1,65611.01,0
15567630,721,Germany,Male,40,6,100275.88,1,1,0,138564.48,1
15587507,850,France,Male,47,6,0.0,1,1,0,187391.02,1
15733904,529,France,Male,32,9,147493.89,1,1,0,33656.35,0
15709511,622,France,Male,43,8,0.0,2,1,0,100618.17,0
15579616,683,France,Female,42,8,0.0,2,0,1,198134.9,0
15694852,575,France,Male,29,4,121823.4,2,1,1,50368.87,0
15589924,577,Spain,Female,40,1,0.0,2,1,1,108787.0,0
15799300,510,Germany,Male,31,0,113688.63,1,1,0,33099.41,1
15731330,652,Spain,Female,40,7,100471.34,1,1,1,124550.88,0
15694129,569,Germany,Female,28,3,100032.52,1,1,0,5159.21,1
15620372,687,Spain,Male,31,3,0.0,2,0,0,48228.1,0
15744622,822,France,Male,32,8,116358.0,1,1,0,108798.36,0
15799815,656,Germany,Female,23,4,163549.63,1,0,1,21085.12,0
15759250,745,Germany,Male,51,3,99183.9,1,1,1,28922.25,0
15732643,386,Spain,Female,53,1,131955.07,1,1,1,62514.65,1
15690540,684,Spain,Female,41,1,134177.06,1,0,0,177506.66,0
15803078,635,Spain,Female,38,1,0.0,2,1,0,90605.05,0
15652180,582,France,Male,30,2,0.0,2,1,1,132029.95,0
15741195,613,Spain,Male,19,5,0.0,1,1,1,176903.35,0
15743490,795,Germany,Female,56,9,94348.94,1,1,0,29239.29,1
15575510,659,France,Female,32,2,155584.21,1,0,1,153662.88,0
15732610,745,France,Female,28,6,0.0,2,1,0,154389.18,0
15602909,604,Spain,Female,41,10,0.0,2,1,1,166224.39,0
15734058,509,Germany,Male,32,9,170661.47,1,1,1,21646.2,0
15801788,706,Germany,Female,29,6,185544.36,1,1,0,171037.63,0
15702462,619,Spain,Female,44,6,52831.13,1,1,1,112649.22,1
15683416,572,Germany,Male,51,8,97750.07,3,1,1,193014.26,1
15794187,695,France,Male,36,6,114007.5,2,1,0,118120.88,0
15792989,543,France,Female,71,1,104308.77,1,1,1,25650.04,0
15613734,640,France,Female,33,6,84719.13,2,1,1,113048.79,0
15606177,672,France,Male,39,2,0.0,2,1,0,87372.49,0
15636700,701,France,Male,39,9,140236.98,1,0,1,146651.99,0
15645766,634,Spain,Male,25,9,0.0,2,1,1,8227.91,0
15671345,531,Spain,Female,42,6,75302.85,2,0,0,57034.35,0
15652469,699,France,Male,27,1,0.0,2,1,0,93003.21,0
15749638,605,France,Female,51,9,104760.82,1,1,1,165574.54,1
15728706,534,France,Female,49,7,0.0,1,1,0,13566.48,1
15735439,449,Spain,Female,31,1,113693.0,1,0,0,82796.29,0
15778696,684,Spain,Female,36,5,174180.39,1,1,0,119830.08,0
15624744,622,Germany,Male,42,9,115766.26,1,0,0,72155.85,1
15584338,714,France,Female,40,0,0.0,2,1,0,62762.12,0
15726178,712,Spain,Female,48,8,0.0,2,1,0,183235.33,0
15794939,783,France,Female,72,5,121215.9,2,1,1,105206.48,0
15788068,743,Germany,Male,45,10,144677.19,3,1,0,22512.44,1
15572956,683,France,Male,36,5,115350.63,1,1,1,122305.91,0
15780386,654,Spain,Male,40,5,105683.63,1,1,0,173617.09,0
15791114,700,France,Male,37,1,135179.49,1,1,0,160670.37,0
15708046,744,Spain,Male,31,0,117551.23,1,1,0,158958.9,0
15719779,645,Germany,Male,25,1,157404.02,2,1,0,93073.04,0
15591550,525,Spain,Male,36,3,77910.23,1,1,0,67238.01,0
15639368,732,France,Male,25,0,110942.9,1,0,0,172576.56,0
15699830,721,France,Female,40,7,0.0,2,1,1,122580.48,0
15569264,622,France,Male,32,5,179305.09,1,1,1,149043.78,0
15595158,654,Germany,Male,31,5,150593.59,2,1,1,105218.45,0
15599126,529,France,Female,43,0,123815.86,1,1,1,78463.99,1
15650575,720,Spain,Female,59,6,0.0,2,1,1,160849.43,1
15641490,850,Germany,Female,25,8,69385.17,2,1,0,87834.24,0
15680234,667,Germany,Male,27,2,138032.15,1,1,0,166317.71,0
15592230,620,France,Male,41,3,0.0,2,1,1,137309.06,0
15626212,616,France,Male,29,9,0.0,1,1,1,166984.44,0
15700627,637,Germany,Female,46,2,143500.82,1,1,0,166996.46,1
15782641,710,Spain,Female,29,3,119670.18,1,1,0,188022.44,0
15784445,717,Spain,Male,33,1,99106.73,1,0,0,194467.23,0
15813681,786,Germany,Male,24,2,120135.55,2,1,1,125449.47,0
15596649,651,France,Female,39,8,0.0,1,1,0,137452.57,0
15700460,530,France,Female,55,4,120905.03,1,0,1,123475.88,1
15724076,815,Spain,Female,57,5,0.0,3,0,0,38941.44,1
15784000,715,Germany,Female,34,9,102277.52,1,0,0,177852.57,1
15733966,496,Germany,Female,55,4,125292.53,1,1,1,31532.96,1
15612667,680,Spain,Male,42,0,0.0,1,1,0,136377.21,0
15654025,646,France,Female,51,4,101629.3,1,0,0,130541.1,0
15589431,807,Germany,Male,47,1,171937.27,1,1,1,65636.92,0
15578238,727,France,Male,47,7,0.0,2,1,0,193305.35,0
15566269,787,France,Male,25,5,0.0,2,1,0,47307.9,0
15639217,806,France,Male,34,6,0.0,2,0,0,100809.99,0
15688644,603,France,Male,31,1,129743.75,1,1,0,109145.2,0
15662426,649,Spain,Male,32,1,0.0,1,0,1,91167.19,1
15720511,547,Germany,Male,41,3,151191.31,1,1,0,175295.89,1
15567246,684,Germany,Male,32,3,102630.13,2,1,1,127433.47,0
15647965,477,France,Female,57,9,114023.64,2,1,1,71167.17,1
15679048,558,Germany,Male,41,2,124227.14,1,1,1,111184.67,0
15675749,695,France,Female,23,1,0.0,2,1,1,141756.32,0
15782181,592,Spain,Male,35,6,80285.16,1,1,0,72678.75,1
15795738,789,France,Male,31,4,175477.15,1,1,1,172832.9,0
15773751,597,France,Female,29,1,132144.35,1,1,0,158086.33,0
15655436,839,Germany,Male,47,2,136911.07,1,1,1,168184.62,1
15691396,405,Germany,Male,31,5,133299.67,2,1,1,72950.14,0
15796958,658,France,Male,39,7,0.0,2,1,0,48378.4,0
15801832,684,Germany,Male,42,1,117691.0,1,1,1,23135.65,1
15661349,633,France,Male,35,10,0.0,2,1,0,65675.47,0
15719265,589,France,Male,46,9,0.0,2,1,0,170676.67,0
15779985,750,Germany,Female,37,1,133199.71,2,1,1,27366.77,0
15663410,771,Spain,Male,51,5,135506.58,3,1,1,152479.64,1
15704144,812,Germany,Male,33,2,127154.14,2,0,1,105383.49,0
15774104,539,Spain,Male,39,2,0.0,2,1,1,48189.94,0
15812230,670,Germany,Female,42,5,49508.79,3,1,1,100324.01,0
15742848,673,France,Male,41,5,0.0,1,1,1,65657.29,0
15745326,538,France,Female,62,3,75051.49,1,0,0,17682.02,1
15674541,575,Spain,Male,52,8,123925.23,1,0,0,111342.66,1
15728564,682,France,Male,41,6,0.0,2,0,1,134158.09,1
15580701,712,France,Male,33,3,153819.58,1,1,0,79176.09,1
15688973,598,Spain,Female,39,5,0.0,2,1,1,83103.46,0
15709412,776,Spain,Male,30,6,0.0,2,0,1,63908.86,0
15607753,606,Spain,Female,23,10,70417.79,1,0,1,90896.04,0
15705352,686,Spain,Male,38,7,111484.88,1,1,1,76076.2,0
15602500,850,Spain,Male,38,1,146343.98,1,0,1,103902.11,0
15672437,642,France,Male,72,1,160541.0,2,1,1,142223.94,0
15720968,606,Germany,Male,27,2,130274.26,2,1,0,147533.09,0
15730796,627,France,Female,21,7,98993.02,1,1,1,169156.64,0
15768219,850,Spain,Male,36,0,0.0,2,1,0,141242.57,0
15663883,850,Germany,Male,32,9,141827.33,2,1,1,149458.73,0
15589296,724,France,Female,40,6,110054.45,1,1,1,86950.72,0
15586425,579,France,Male,28,4,0.0,2,1,1,176925.69,0
15679813,727,Spain,Male,28,1,0.0,1,1,0,40357.39,0
15681410,813,Germany,Female,36,6,98088.09,1,0,1,26687.22,1
15668283,642,France,Male,48,9,118317.27,4,0,0,78702.98,1
15624072,669,Spain,Male,22,10,0.0,2,1,0,176163.74,0
15669664,574,Germany,Male,54,1,99774.5,1,0,0,4896.11,1
15682728,774,France,Female,32,4,0.0,2,0,0,114899.13,0
15573851,735,France,Female,38,1,0.0,3,0,0,92220.12,1
15733661,639,Spain,Female,27,8,133806.54,2,1,0,6251.3,0
15710012,738,Spain,Male,44,2,0.0,2,1,0,43018.82,1
15763327,835,France,Male,32,8,124993.29,2,1,1,27548.06,0
15668853,637,Spain,Female,44,0,157622.58,1,1,1,120454.2,0
15639303,589,Germany,Male,48,5,126111.61,1,0,1,133961.19,0
15691011,591,France,Male,42,9,161651.37,2,1,1,131753.97,0
15638513,723,France,Female,40,7,142856.95,2,0,0,38019.74,0
15648933,831,Germany,Male,44,3,111100.98,1,1,1,28144.07,1
15628904,733,Spain,Male,35,8,102918.38,1,1,1,45959.86,0
15644788,731,France,Female,30,5,0.0,2,1,0,189528.72,0
15598161,654,France,Male,47,10,0.0,2,1,0,170481.98,0
15745624,828,France,Male,37,4,0.0,2,1,0,94845.45,0
15733169,590,Spain,Male,22,7,125265.61,1,1,1,161253.08,0
15801417,657,France,Male,37,4,82500.28,1,1,1,115260.72,0
15592707,531,Germany,Female,64,2,175754.87,2,1,1,60721.4,0
15593954,516,France,Female,47,6,109387.33,1,0,0,121365.45,0
15714431,561,France,Male,37,1,100443.36,2,0,1,101693.73,0
15638257,682,Spain,Female,54,0,83102.72,2,1,1,54132.93,0
15690939,575,Spain,Male,28,7,0.0,1,1,1,10666.05,0
15723613,623,France,Female,28,4,0.0,2,1,0,41227.67,0
15813640,642,France,Female,40,7,0.0,2,1,0,10712.82,0
